t1,t2,t3,t4,t5,t6,brs
78,91,9,25,21,6,510
84,90,97,62,67,41,464
37,47,22,2,87,35,445
34,22,52,56,1,76,430
68,87,86,73,51,96,467
42,76,63,71,8,9,454
99,13,53,31,41,44,425
85,32,96,17,70,44,461
59,26,29,29,88,67,433
71,41,84,84,88,50,441
96,48,62,39,32,53,395
17,41,78,21,52,41,412
43,61,9,43,8,33,426
34,39,68,50,31,51,368
47,16,99,76,94,97,507
45,47,21,94,14,48,420
28,57,16,85,91,84,477
10,37,32,79,31,58,429
53,32,83,67,8,84,451
91,86,62,37,78,51,436
55,6,63,67,94,52,430
56,10,62,94,36,91,461
24,66,79,52,99,93,470
50,42,58,64,8,96,422
73,70,80,22,61,5,461
5,40,46,10,5,44,450
49,17,98,31,22,4,476
2,45,28,24,6,95,491
31,90,11,15,69,18,486
61,68,71,85,22,62,430
32,41,53,73,60,84,401
43,77,33,45,59,23,394
4,13,5,74,44,77,487
23,57,36,23,87,16,448
63,58,37,73,81,8,434
25,41,9,26,4,62,458
45,15,31,53,68,60,393
89,42,4,43,11,78,469
92,70,42,86,23,93,480
53,63,28,46,74,4,415
34,3,49,55,95,12,454
82,53,86,43,15,74,441
45,2,18,12,37,38,448
17,94,94,1,27,84,530
70,0,5,91,23,49,486
17,70,7,21,96,26,497
58,43,21,71,56,85,410
50,79,75,93,59,5,456
11,77,69,5,36,87,484
71,84,43,24,34,95,452
10,94,67,58,31,98,480
37,68,40,80,99,36,437
8,66,97,42,3,94,507
76,15,77,12,43,9,476
66,93,95,44,40,78,452
79,10,38,97,30,50,451
87,14,23,17,75,3,507
32,88,60,61,46,46,388
17,14,27,44,17,84,466
4,17,89,71,45,25,471
40,11,29,72,76,9,461
54,9,76,55,33,69,416
39,42,29,45,23,10,412
24,63,46,33,19,57,400
40,5,16,13,70,85,483
61,36,51,64,27,22,394
7,93,1,50,75,7,506
28,85,61,62,23,94,455
25,87,73,72,4,47,459
55,90,7,54,94,10,480
5,12,15,36,56,62,452
44,70,35,85,54,3,430
33,28,9,1,25,53,458
92,87,59,40,59,38,423
93,10,43,76,18,51,452
14,59,11,72,23,10,475
55,100,31,25,86,17,471
34,93,56,4,81,22,473
11,51,8,80,8,87,494
68,21,67,34,69,31,421
98,69,10,39,84,96,502
0,53,40,11,86,42,448
9,81,47,49,60,28,410
77,30,59,46,24,31,407
39,29,91,21,45,98,457
28,60,45,87,14,35,427
67,26,64,80,70,16,443
48,51,17,31,59,80,397
8,57,24,8,91,72,483
29,65,45,82,54,53,384
72,12,92,29,32,6,487
31,73,29,80,26,83,453
0,70,1,25,23,76,499
19,11,37,54,62,44,407
18,45,82,83,53,23,435
56,92,16,45,12,94,472
54,87,57,88,88,49,430
98,29,4,8,47,77,489
17,13,85,53,97,15,493
88,10,53,62,90,80,468
15,12,37,96,73,64,472
86,72,65,3,75,74,474
64,50,70,31,44,17,395
2,43,41,86,84,7,479
81,39,90,49,66,14,438
65,21,56,4,1,31,466
49,2,4,61,10,5,492
98,48,59,79,79,22,449
67,69,32,35,5,54,421
48,94,90,18,38,53,436
47,91,5,19,64,91,478
33,57,41,71,27,53,383
62,30,53,2,23,54,417
64,0,85,99,46,94,500
93,72,84,47,55,7,454
57,50,87,5,58,91,443
42,43,84,58,29,40,390
15,81,37,10,68,41,448
11,13,2,70,40,42,463
6,87,51,45,97,78,466
66,57,99,12,2,25,486
27,69,75,41,30,36,412
94,12,10,60,18,16,500
66,97,33,34,75,53,428
58,25,60,91,78,34,432
32,83,95,77,68,41,454
30,6,82,36,67,32,447
20,87,45,34,75,10,455
29,37,79,21,17,15,461
76,32,66,94,64,80,453
27,21,58,37,43,31,400
37,30,46,13,83,10,448
83,26,91,46,73,79,458
4,8,44,76,92,80,495
40,9,91,99,85,20,509
70,73,95,27,33,15,466
72,56,43,71,83,34,409
70,4,48,20,79,65,445
54,89,78,94,0,48,471
38,43,60,49,36,66,362
11,57,5,14,94,11,512
64,32,8,84,37,66,440
37,1,74,32,44,10,451
67,42,28,1,41,26,430
51,68,68,36,36,39,379
86,6,19,97,28,66,499
22,59,98,39,63,54,417
22,43,72,55,48,69,386
59,66,86,97,88,21,480
67,91,71,90,94,67,486
24,60,53,40,61,33,380
10,31,24,50,97,61,446
16,10,66,35,54,49,412
43,84,38,99,40,95,460
99,50,80,24,94,26,477
23,18,37,59,26,15,441
96,39,77,90,50,47,431
38,90,2,29,80,6,497
25,60,19,47,13,3,454
63,35,92,90,47,80,447
79,97,15,47,67,45,439
79,58,19,99,23,61,459
25,59,78,32,18,93,458
52,33,98,44,22,8,445
37,100,35,26,53,13,444
14,24,5,44,19,74,469
23,46,94,19,55,1,462
5,78,57,50,49,30,404
18,35,61,30,33,63,410
85,2,64,24,50,96,473
54,74,90,77,51,44,407
71,98,58,2,4,88,513
64,57,7,29,6,48,433
69,14,33,18,89,26,469
81,83,19,23,87,8,504
93,0,60,24,13,35,483
72,32,54,95,98,74,466
5,18,82,55,85,27,475
1,98,3,50,81,53,482
87,96,77,59,34,57,447
55,92,74,63,9,39,440
15,4,52,63,97,29,467
80,97,48,8,24,15,484
89,11,87,31,35,15,486
49,63,17,47,32,95,415
38,83,98,2,30,9,504
73,94,84,6,35,43,470
80,61,78,85,62,56,428
21,26,67,3,23,7,488
85,99,95,71,52,52,460
74,60,90,42,62,65,414
83,83,27,16,78,56,461
62,84,9,18,30,28,463
5,43,99,43,51,85,447
28,1,82,75,97,86,515
6,35,91,91,8,33,502
23,67,81,79,93,24,477
94,84,44,34,27,94,470
99,4,18,66,86,4,528
86,68,32,11,55,70,440
35,95,15,69,23,71,465
40,78,62,68,66,35,403
71,5,32,39,87,35,449
92,78,45,15,51,49,415
1,47,35,15,86,0,489
64,57,25,50,14,74,410
51,22,31,42,53,9,402
52,67,78,92,37,81,438
5,56,27,80,8,48,450
56,59,5,83,52,6,443
90,99,77,80,89,12,528
19,26,56,100,14,17,482
98,94,46,17,14,72,490
18,63,80,9,39,89,469
95,48,8,13,75,68,472
44,98,28,81,91,11,490
77,54,88,98,38,97,481
79,97,88,68,26,45,465
84,55,14,34,19,89,464
54,97,19,99,2,90,523
19,82,50,83,75,88,464
43,3,51,0,20,55,442
54,81,41,33,7,44,412
63,84,5,2,0,51,494
56,65,84,88,95,26,467
25,66,42,96,39,71,430
17,68,73,25,18,32,451
60,64,96,84,6,64,467
76,61,50,21,21,72,421
81,69,62,70,59,29,417
71,2,4,82,42,95,503
46,70,16,30,66,42,404
18,24,27,68,76,43,434
71,34,22,47,55,65,391
52,59,47,90,78,82,419
79,87,22,28,38,39,441
77,99,9,22,96,57,502
59,77,1,81,87,63,471
58,30,67,17,34,99,446
66,26,72,31,32,35,416
27,81,87,89,24,25,484
99,81,83,20,1,88,534
88,25,13,55,25,63,446
78,42,45,10,50,65,399
11,97,20,57,75,10,491
3,91,52,71,8,31,475
80,41,10,0,16,45,469
10,7,13,72,48,61,457
43,8,90,22,59,31,447
74,34,63,13,67,41,419
9,5,5,46,49,26,460
97,45,77,36,82,35,443
22,66,63,6,42,59,421
52,95,6,34,24,75,461
22,62,22,2,98,28,488
30,70,77,24,28,64,432
68,30,64,63,23,31,414
53,89,73,52,1,49,421
93,0,-1,12,25,22,536
36,63,5,10,45,44,424
99,28,92,65,0,27,504
36,62,8,14,32,80,454
64,97,35,63,88,79,461
47,16,24,73,87,35,440
83,65,81,45,63,55,407
56,81,42,89,30,88,446
94,97,34,88,1,69,517
46,56,2,42,44,71,395
18,82,9,53,5,77,483
78,83,28,69,20,19,466
95,22,34,13,17,92,503
23,79,2,88,31,12,501
96,40,30,31,45,26,425
20,95,72,62,25,86,474
93,84,96,85,73,46,490
37,21,41,65,49,54,373
36,25,8,21,56,69,437
78,48,55,77,8,64,422
87,76,67,92,58,66,452
39,47,74,57,25,68,391
95,30,5,89,62,58,473
46,90,94,44,94,36,455
69,34,35,4,24,40,433
0,55,31,94,58,39,440
60,59,42,84,6,30,428
47,49,75,8,32,60,401
4,26,71,95,12,11,515
79,80,5,30,63,53,444
37,38,71,27,26,82,427
36,77,18,85,47,67,431
54,49,82,24,68,90,425
99,74,63,18,93,21,494
65,12,28,74,54,3,453
62,44,63,50,86,21,400
64,98,74,1,8,27,503
23,13,62,52,22,94,453
26,8,50,98,84,69,471
50,28,10,93,21,57,444
76,55,79,97,60,8,464
34,99,5,18,1,57,500
45,17,7,76,29,85,465
11,63,63,48,60,78,409
88,87,37,47,44,21,428
44,6,56,0,54,62,425
41,57,10,7,71,29,443
96,40,58,73,41,44,405
95,84,53,60,54,95,447
98,37,88,1,36,25,489
96,10,93,8,51,55,481
43,72,85,27,51,36,405
91,83,89,44,63,60,447
33,22,85,88,11,92,502
93,80,63,82,22,88,489
98,54,74,18,21,24,466
2,39,73,37,76,87,461
32,93,26,9,59,4,483
98,80,43,38,60,49,411
77,71,3,32,58,61,436
68,46,72,24,19,17,436
66,25,49,13,7,25,448
4,94,56,38,95,13,493
23,90,0,84,45,59,468
82,36,92,6,50,1,484
17,47,16,73,21,72,446
70,17,67,99,38,67,452
43,36,67,44,20,83,409
23,49,22,66,61,96,432
17,24,99,86,39,35,472
16,91,60,95,97,30,501
38,3,20,80,96,14,503
4,72,7,74,6,7,524
50,16,65,94,16,74,455
86,73,1,92,26,71,499
10,27,59,9,96,72,484
16,44,91,96,73,75,479
7,21,15,74,63,31,465
12,86,62,56,4,37,454
50,92,21,93,40,19,458
65,53,85,27,82,11,451
20,59,47,26,82,5,445
37,12,20,69,66,60,429
68,4,85,44,62,20,450
22,12,70,96,70,72,478
25,71,56,84,43,24,422
21,49,26,80,23,34,428
37,32,73,2,54,50,409
60,84,13,28,68,25,449
29,23,67,92,34,63,439
27,0,42,30,66,99,468
0,96,93,72,12,56,509
86,68,90,27,71,32,460
19,7,51,4,73,79,476
87,35,64,31,46,97,439
1,16,40,43,65,36,430
19,39,95,23,82,73,472
26,89,83,64,81,72,468
23,15,28,79,14,87,488
32,21,73,47,86,42,419
54,92,30,19,25,82,457
80,11,1,82,19,31,502
83,7,32,95,67,88,498
43,89,77,75,0,81,483
61,70,29,92,36,30,431
57,25,83,8,55,74,440
77,85,70,99,22,40,473
76,75,67,53,44,60,392
69,28,74,80,89,30,458
53,27,8,22,70,53,422
82,26,84,11,87,54,474
9,15,78,71,2,89,515
65,56,38,89,56,35,397
34,34,59,83,37,0,439
29,77,95,62,98,18,489
67,27,94,45,31,4,456
9,47,23,84,86,9,484
36,89,17,19,65,24,460
4,14,31,13,7,73,505
29,29,15,90,38,54,435
92,39,37,25,78,87,459
83,17,51,7,80,60,454
61,71,55,9,53,23,412
21,37,1,98,38,94,497
32,77,90,55,31,10,452
20,29,52,10,92,88,476
97,57,35,84,90,0,497
8,9,6,43,81,53,470
49,25,47,63,17,98,425
99,74,17,3,38,87,505
16,63,6,84,4,0,523
60,56,86,65,53,76,402
97,95,44,61,49,7,456
23,94,26,47,89,27,462
3,71,51,20,49,24,428
16,30,35,37,39,70,414
19,51,15,38,19,47,414
83,88,41,28,79,30,454
30,36,91,0,36,84,475
24,24,28,84,14,60,456
87,36,41,56,43,3,422
49,42,52,27,60,93,390
38,76,33,64,42,81,411
55,16,25,73,95,66,452
23,54,58,41,57,14,394
12,79,19,52,63,6,460
84,62,24,46,82,79,441
69,4,44,23,64,7,457
54,28,12,39,26,55,406
65,9,16,53,27,90,459
33,70,77,37,24,30,425
28,34,26,58,91,96,460
52,85,3,54,75,30,437
98,18,17,32,30,50,453
53,17,69,35,33,86,426
12,96,78,83,39,19,490
26,-1,12,34,81,15,496
71,19,46,65,24,48,401
12,18,44,95,86,10,499
31,3,40,85,15,70,468
28,39,66,92,52,33,413
35,42,15,51,23,36,401
25,13,17,18,31,64,461
95,29,20,19,57,58,445
37,39,89,76,61,97,451
28,69,69,12,44,6,450
25,69,76,44,16,80,443
69,42,27,43,32,70,397
42,51,4,32,66,49,392
83,5,50,98,77,79,487
34,67,48,51,27,12,399
62,64,74,55,68,39,389
73,20,27,41,90,78,456
95,58,83,72,12,65,466
7,41,55,66,28,24,423
78,15,10,69,69,72,467
91,31,61,70,79,88,463
52,71,4,83,43,74,437
12,49,90,97,2,70,497
4,89,56,16,23,61,466
68,80,28,75,42,18,438
96,63,80,94,38,5,494
44,48,40,12,7,94,444
37,54,96,57,19,96,451
63,78,52,3,64,20,438
66,95,73,99,10,10,517
98,51,70,6,56,82,456
47,90,70,35,11,61,431
35,50,94,51,50,11,403
4,21,59,36,85,44,441
32,96,44,55,32,16,429
81,63,10,68,39,87,454
31,69,76,8,76,88,474
11,39,51,32,99,35,435
96,20,64,71,67,79,462
32,39,37,71,32,26,406
74,5,8,38,75,89,490
7,83,25,82,46,26,463
8,39,76,96,51,61,441
22,76,68,94,49,86,457
69,66,23,1,97,97,509
22,37,32,67,72,70,421
89,9,92,55,75,19,487
35,76,64,81,7,62,445
48,22,20,6,13,22,469
93,51,11,49,73,94,455
3,64,69,46,35,31,420
42,88,83,61,89,56,440
13,67,85,27,60,81,457
92,42,92,68,84,44,454
64,75,51,83,69,91,439
13,85,42,70,53,37,419
81,39,97,50,33,30,429
34,21,44,81,41,37,405
56,75,39,16,93,73,446
14,61,57,8,94,76,470
98,36,37,72,2,95,493
89,83,58,52,34,21,431
53,66,98,65,25,12,449
23,75,54,66,49,8,418
66,39,96,15,61,90,463
3,62,24,10,21,88,494
43,48,6,85,23,85,452
41,18,17,21,55,46,413
15,35,45,66,76,52,402
4,96,50,8,36,55,456
34,75,74,11,66,23,450
43,61,12,36,59,67,399
83,40,37,93,40,81,443
76,83,92,83,50,79,469
70,42,92,99,97,40,480
32,78,84,95,93,91,514
69,86,63,0,71,13,480
56,51,5,24,52,32,401
29,38,12,18,30,27,446
69,29,16,54,38,8,434
32,22,66,53,46,34,387
99,69,20,59,21,59,449
67,56,39,44,23,67,387
86,11,64,75,71,35,454
81,14,4,74,23,54,471
73,37,95,19,64,5,474
97,31,75,20,44,34,445
85,8,77,78,72,66,475
33,3,25,57,74,95,468
79,83,87,24,40,93,482
7,4,63,85,99,55,495
36,96,67,5,69,27,467
22,84,60,93,24,65,460
73,33,30,28,13,55,426
25,80,66,12,65,84,462
94,52,42,50,52,22,388
43,65,8,99,47,38,430
21,45,90,46,16,54,418
40,69,45,32,10,88,432
78,29,23,29,48,22,428
47,89,48,82,46,8,424
61,25,54,0,12,87,468
78,59,75,85,48,47,406
48,82,20,56,8,91,456
44,32,11,66,64,49,396
72,59,68,27,10,4,461
86,20,16,77,90,69,490
34,20,9,97,72,87,496
3,85,38,39,14,53,446
88,55,77,22,46,60,416
33,95,61,8,41,92,469
18,62,40,52,96,62,418
47,90,87,8,10,44,470
62,89,39,15,36,91,455
44,15,98,60,1,80,481
21,73,37,92,8,67,469
15,79,100,19,47,66,467
61,32,2,12,22,67,462
22,24,74,77,50,39,419
33,51,60,7,38,91,427
33,1,24,8,67,10,492
50,42,9,99,89,75,466
35,63,44,61,86,86,421
19,45,62,46,65,40,379
81,32,52,52,53,43,367
24,7,68,87,75,27,475
17,39,88,60,68,97,461
20,78,83,33,98,20,489
66,10,34,14,81,10,481
61,81,5,62,2,39,461
57,80,97,53,8,44,439
77,57,83,16,98,17,486
6,45,77,51,66,28,418
53,63,23,13,88,40,431
8,19,60,1,32,77,479
9,32,8,19,66,58,458
94,30,36,6,79,69,473
50,53,82,61,15,93,429
43,36,54,91,96,93,459
90,28,76,23,56,62,437
72,17,50,60,66,87,423
49,16,93,17,9,37,466
40,21,6,70,14,97,488
70,21,86,62,50,72,424
20,52,16,35,39,84,428
33,47,77,81,98,87,467
59,21,37,19,65,65,415
88,70,28,30,78,32,449
44,75,41,68,24,28,408
67,38,3,56,18,11,455
90,79,49,49,97,51,423
83,34,79,35,57,49,404
69,43,34,87,49,19,413
93,64,62,24,21,43,434
21,95,94,42,80,45,464
98,86,41,43,67,84,455
23,95,25,5,88,45,487
1,24,4,78,63,59,474
30,21,3,52,92,41,451
18,45,25,8,33,72,444
30,89,92,96,90,12,529
89,70,57,94,94,72,482
6,65,1,67,86,43,471
86,68,61,27,54,54,401
30,66,48,79,0,28,441
0,72,30,31,58,73,445
55,75,79,78,15,43,433
33,44,27,98,92,41,447
54,31,89,23,13,50,429
61,74,65,4,92,61,454
60,6,13,61,52,16,441
51,35,43,7,70,25,413
95,27,26,74,45,82,456
44,78,61,39,17,9,432
14,69,76,87,10,46,465
31,66,31,14,12,36,443
0,34,1,49,79,33,463
41,97,68,60,31,20,436
65,44,48,20,43,91,403
27,36,90,62,80,32,440
2,18,36,97,21,65,487
94,34,10,60,62,23,452
28,28,39,17,23,13,452
70,54,55,13,94,37,427
82,20,85,11,75,71,486
65,28,90,97,84,70,483
31,91,55,87,17,90,479
34,38,83,2,42,37,431
62,97,29,63,28,54,423
66,86,86,60,63,57,424
55,90,39,20,54,86,430
77,21,15,58,12,4,485
33,93,66,61,94,73,459
23,85,71,75,69,26,455
57,13,70,12,45,3,456
64,8,94,19,98,12,520
78,64,16,20,22,76,463
96,45,14,33,22,94,478
77,35,99,66,76,42,445
70,51,71,79,65,88,430
3,39,14,34,43,23,444
39,53,20,48,96,31,413
5,81,85,23,0,58,499
68,10,57,25,7,66,452
1,21,3,17,63,16,506
78,0,68,71,86,89,497
73,17,62,99,91,43,469
72,12,17,54,54,60,415
26,71,61,98,49,27,431
74,22,41,93,14,90,483
76,58,8,27,30,49,422
49,88,89,63,76,52,424
1,41,35,10,52,98,465
7,25,38,77,15,25,468
43,56,13,75,14,45,418
46,51,51,31,68,54,351
91,81,62,42,92,62,451
93,14,38,15,46,35,446
53,65,82,11,68,69,431
49,34,19,61,14,35,411
61,91,19,5,63,88,483
74,84,11,54,36,10,458
64,54,44,15,33,62,391
83,43,39,62,56,56,379
12,3,24,94,77,21,513
16,26,40,34,78,45,418
21,46,54,5,69,88,442
24,63,57,71,52,87,411
37,75,64,66,57,96,426
99,9,93,72,48,57,468
56,75,68,0,41,95,457
84,54,36,81,87,89,464
36,29,7,70,1,58,457
58,10,3,7,90,20,510
20,75,7,51,79,69,451
11,37,4,91,25,67,483
50,100,43,11,46,26,426
50,15,66,93,70,87,456
0,74,68,76,35,35,451
52,63,27,89,4,35,441
0,70,43,55,84,50,420
82,18,66,32,10,99,490
14,42,46,23,42,93,427
35,61,68,43,84,93,432
96,84,45,11,86,12,501
42,3,24,67,62,8,454
63,28,75,62,54,54,385
61,62,52,64,92,97,434
83,47,26,67,83,39,424
56,33,49,65,2,15,424
10,67,86,18,57,40,445
5,20,26,75,94,53,474
1,18,95,96,46,57,486
24,1,13,83,63,90,501
48,61,92,34,29,82,427
8,84,44,87,48,73,447
93,71,1,27,26,69,482
9,60,91,69,54,76,446
4,60,41,41,80,14,442
52,79,57,65,45,82,395
5,37,12,55,63,24,442
85,6,20,92,98,17,535
15,68,94,61,10,45,456
21,91,90,82,33,5,507
84,66,11,30,10,68,470
84,17,42,83,19,28,463
27,6,57,97,98,49,473
47,25,2,63,18,39,433
61,15,95,49,58,56,410
56,28,94,9,18,23,474
85,78,58,15,27,46,436
95,37,25,85,17,82,486
27,73,77,43,86,58,428
90,10,1,24,98,38,517
65,48,69,91,92,17,456
81,27,74,80,17,26,468
4,0,98,27,33,6,529
57,55,96,54,30,63,400
15,89,33,24,4,58,473
49,57,69,24,26,1,428
8,87,98,65,71,89,507
20,98,22,17,21,77,497
98,64,15,55,73,86,466
36,63,66,74,76,64,412
32,70,64,35,53,51,375
55,0,41,5,85,62,459
60,68,50,8,26,82,430
54,70,57,16,80,28,421
51,37,33,9,46,86,414
52,10,82,75,38,4,460
16,18,1,28,84,71,494
91,70,37,87,34,36,444
39,49,37,9,33,98,432
62,76,54,81,4,67,441
65,36,-1,0,83,95,511
24,26,49,61,80,80,425
15,49,95,56,57,6,441
85,72,20,86,53,15,465
31,34,38,54,56,65,375
12,4,95,24,22,27,507
62,68,71,73,78,51,409
91,94,31,42,18,46,450
93,52,12,71,91,45,454
61,58,61,42,45,85,382
67,45,91,40,93,89,459
26,82,17,71,7,33,472
51,47,68,10,87,63,416
7,16,86,54,72,14,478
44,31,29,85,65,55,404
79,73,48,49,40,43,374
30,45,37,9,15,60,425
99,33,69,87,23,13,489
51,58,80,9,14,31,438
26,23,89,96,0,66,505
22,90,90,11,40,37,472
73,77,42,2,82,55,447
91,70,53,25,64,36,421
54,23,62,10,29,42,414
64,79,60,95,22,26,454
74,55,16,56,32,19,421
63,97,53,8,84,69,463
6,91,27,47,77,44,446
66,47,26,87,88,45,426
95,15,18,49,78,16,477
38,46,17,32,33,84,419
27,75,96,7,2,67,505
81,28,91,64,68,87,468
29,84,19,85,13,31,479
42,18,42,86,7,64,443
83,74,57,73,55,9,438
16,32,97,23,34,75,469
11,86,82,64,51,54,431
10,86,7,38,39,50,444
22,41,47,0,47,83,427
12,99,45,44,51,29,422
70,86,94,66,50,2,469
20,46,65,0,70,96,468
22,37,21,2,79,78,477
54,45,9,53,18,18,419
45,94,80,24,56,14,450
54,74,72,9,38,45,411
30,13,31,26,49,34,417
77,88,89,41,5,95,507
58,56,2,29,59,63,409
38,10,8,52,29,72,441
94,84,95,18,71,12,518
2,40,59,87,82,98,488
32,26,1,9,15,9,508
72,75,4,54,58,98,458
7,51,99,60,22,78,463
9,59,17,68,46,4,453
79,15,0,0,46,12,507
96,40,83,98,86,29,498
80,78,91,90,69,68,482
35,47,71,51,45,72,370
42,56,4,19,16,12,464
64,35,39,83,0,39,436
18,79,6,76,9,14,510
88,77,33,45,52,6,436
91,86,86,33,35,95,494
86,48,58,26,43,13,416
83,18,87,75,26,91,496
13,17,76,99,39,80,489
54,79,17,63,21,82,444
32,87,87,71,92,29,480
64,27,76,8,79,78,466
74,91,80,30,69,4,484
4,39,54,3,70,87,468
49,66,88,23,80,1,464
94,87,60,17,80,44,464
77,11,37,55,28,58,417
72,73,31,3,33,98,479
9,31,31,96,27,54,454
0,11,5,50,84,81,502
45,48,17,73,3,12,449
42,41,54,39,71,85,391
37,86,12,99,74,21,492
43,46,12,29,62,67,401
57,64,14,60,8,9,453
64,29,54,65,5,79,432
31,91,94,41,1,40,474
73,18,68,52,23,0,455
86,7,87,40,71,66,467
68,45,79,33,79,63,415
82,26,84,22,97,60,479
62,77,8,52,24,84,447
65,52,8,19,96,4,485
23,65,94,43,99,64,460
78,70,50,1,20,28,452
88,77,39,45,65,39,410
50,45,9,44,8,35,410
9,73,94,80,9,99,532
28,58,2,64,69,52,417
16,57,29,71,45,44,396
88,42,13,19,74,9,481
48,15,80,37,44,94,432
76,63,20,33,28,67,428
79,56,17,62,92,49,427
37,22,37,0,40,72,437
74,19,7,66,95,19,493
14,7,30,41,79,33,455
85,6,82,48,22,41,452
34,65,89,89,18,95,490
3,18,34,76,95,32,486
97,23,13,74,94,21,511
58,48,26,12,31,22,420
11,32,9,70,15,81,486
84,55,48,76,97,22,446
33,56,68,88,61,42,402
64,38,79,53,85,58,406
24,97,99,40,51,97,484
65,9,3,74,17,76,489
58,98,13,61,87,70,466
11,6,12,26,39,57,464
82,87,2,52,42,24,456
6,34,51,69,70,85,439
96,42,83,96,95,26,506
3,1,82,84,46,35,483
82,49,38,33,54,93,412
21,82,82,85,78,68,479
1,51,76,28,18,64,447
78,8,57,71,98,35,465
43,42,48,10,42,10,405
77,78,46,87,91,5,486
70,38,72,1,27,28,450
10,85,99,29,19,87,516
15,52,23,86,34,95,464
89,76,69,40,9,98,487
73,94,12,24,38,20,475
85,15,77,13,71,8,500
89,71,24,7,0,90,522
80,37,37,46,81,53,397
