t1,t2,t3,t4,t5,t6,brs
58,61,24,14,51,60,396
35,55,15,61,96,64,430
77,91,65,16,63,54,439
70,88,44,18,24,19,455
93,81,50,45,96,53,433
88,93,69,51,96,83,486
56,85,39,11,92,62,449
75,18,59,65,20,50,415
46,75,38,99,90,7,476
71,51,19,66,32,14,426
62,93,56,60,9,37,429
55,0,18,16,82,51,457
72,99,11,70,90,38,486
72,96,82,22,34,43,454
35,86,79,59,26,83,450
68,67,51,23,95,20,442
70,42,32,69,70,86,425
52,98,76,63,91,65,451
75,21,93,79,30,29,470
48,41,89,73,53,63,393
23,12,63,2,80,83,492
84,54,11,53,55,60,400
79,19,39,60,86,98,469
77,97,61,86,88,81,496
23,92,70,60,61,73,438
11,51,82,65,35,62,418
56,72,88,63,51,67,403
93,51,88,57,93,44,443
27,30,49,29,67,74,408
76,97,47,83,18,59,454
95,52,58,66,3,68,441
65,88,65,59,90,50,423
12,77,84,70,95,52,471
63,96,93,64,85,1,505
17,78,53,77,95,73,464
62,93,85,71,72,81,470
82,21,62,92,36,99,482
79,85,20,81,37,81,473
94,34,7,46,81,13,477
65,33,66,69,89,92,453
61,61,80,94,50,61,413
76,67,81,8,10,44,465
42,59,92,83,70,51,418
85,72,15,70,53,18,451
30,12,56,87,73,64,442
92,86,71,19,56,87,478
21,16,23,33,61,64,434
60,83,52,83,62,94,440
74,33,56,63,55,10,409
94,67,43,51,55,85,414
33,93,56,87,4,63,466
5,5,11,25,71,85,512
36,93,23,55,90,53,436
30,51,81,9,82,86,465
81,89,53,83,92,29,474
21,27,52,54,75,78,415
98,35,18,64,91,58,462
38,29,51,66,69,9,413
69,63,61,64,74,35,401
13,4,59,36,21,76,463
84,57,92,84,96,1,517
70,28,5,65,65,94,465
8,73,65,68,51,72,426
77,70,84,86,43,38,440
30,65,70,49,98,91,449
80,98,71,49,53,0,457
65,74,92,60,3,52,445
41,52,64,91,99,26,443
61,99,23,90,90,99,521
11,98,16,28,73,6,512
26,14,42,59,54,60,394
74,29,15,89,51,55,429
84,69,78,67,11,59,451
58,76,62,6,4,61,451
17,3,69,59,75,14,472
12,88,78,73,67,44,454
95,65,54,72,74,78,444
4,57,79,68,0,90,494
89,56,79,19,74,76,460
88,33,77,95,59,57,448
82,73,88,65,82,3,492
62,58,81,72,56,98,433
12,62,80,44,54,68,412
42,59,12,94,5,66,463
50,73,78,46,22,25,411
57,90,63,88,77,11,469
90,33,14,54,57,83,441
73,60,76,51,57,97,420
96,18,55,68,49,54,410
85,34,84,13,54,99,479
70,70,78,53,25,26,424
44,65,36,69,24,3,429
83,23,93,65,91,23,490
75,65,93,89,95,89,512
31,92,72,83,66,16,470
55,79,66,64,25,90,434
8,89,89,73,39,68,476
78,87,90,88,36,16,495
76,67,76,98,90,14,498
39,78,59,70,51,97,421
54,48,55,99,89,72,426
16,89,82,69,9,50,469
76,65,3,99,76,73,491
59,84,89,97,78,18,494
33,72,68,87,67,57,423
8,84,95,22,94,75,522
83,71,81,57,57,97,452
29,97,56,4,44,76,455
73,17,80,25,74,85,474
52,28,90,80,52,61,412
87,62,21,98,85,21,494
3,95,42,31,69,80,471
67,74,47,62,25,69,404
57,57,53,66,93,23,408
82,57,50,53,66,71,385
70,7,48,75,95,82,471
98,96,37,55,40,61,437
4,80,33,29,69,29,456
97,3,76,65,24,68,483
88,80,98,75,81,79,507
55,94,45,77,8,75,452
87,65,81,8,48,30,450
76,50,7,29,98,34,457
60,70,56,66,48,90,399
43,78,49,38,33,29,387
60,16,90,38,86,2,483
95,21,6,56,78,81,487
52,65,65,84,64,85,421
72,91,45,79,65,95,462
86,72,66,51,36,28,415
96,79,72,99,9,57,499
25,71,51,14,92,58,437
79,70,55,27,98,73,453
1,54,68,89,76,85,476
2,50,54,71,57,84,419
55,87,23,74,63,75,436
75,70,59,83,1,58,449
26,87,45,13,36,60,429
42,60,90,25,40,70,416
77,60,94,20,72,72,460
71,46,64,87,90,23,447
70,50,64,73,98,42,418
5,59,91,53,89,65,457
34,66,55,70,91,82,435
80,57,22,56,99,67,442
59,61,53,93,42,12,416
43,16,83,7,77,91,488
94,74,61,63,24,70,443
54,63,86,56,70,72,407
79,21,80,92,39,83,478
80,33,61,30,99,30,450
72,62,96,70,70,91,467
37,91,25,9,31,5,485
47,57,22,3,32,82,437
5,56,70,77,47,23,431
55,15,33,7,84,97,484
74,56,86,8,35,68,445
90,5,67,1,32,24,497
62,88,40,86,57,30,427
62,78,32,60,4,55,423
95,68,74,80,56,59,438
83,74,98,75,90,95,521
74,7,56,94,62,21,462
91,63,68,5,40,67,448
79,86,83,93,72,59,478
93,19,91,92,34,60,487
21,42,25,8,56,71,433
99,55,9,55,25,62,441
63,83,95,77,59,89,472
60,0,60,84,66,77,452
69,19,94,66,98,38,474
70,80,64,59,87,20,445
57,69,63,25,93,54,416
42,32,78,69,49,74,401
50,93,52,67,98,92,458
60,80,32,74,70,64,421
94,58,89,66,63,64,440
14,30,99,54,55,88,456
97,87,17,63,17,67,484
40,82,21,70,86,22,458
62,88,51,46,59,86,405
74,14,53,84,87,96,485
49,3,67,22,83,3,475
98,45,36,41,70,62,411
57,80,8,27,80,56,442
1,2,23,64,70,88,499
66,61,64,56,62,60,375
87,97,65,60,99,49,464
23,61,9,91,46,68,445
15,27,75,9,90,0,516
2,63,80,57,44,76,434
56,71,60,71,25,30,407
12,2,69,92,79,85,515
56,2,11,96,69,62,474
98,73,96,87,71,78,509
97,97,27,94,63,25,503
89,96,69,6,69,28,493
52,58,78,6,17,63,432
86,77,50,98,55,43,428
69,42,75,53,72,95,427
87,58,57,86,60,74,428
80,95,83,47,61,14,462
51,85,43,78,75,82,433
84,80,90,59,63,77,459
64,87,42,70,66,30,419
34,3,53,57,61,34,403
9,38,58,72,61,57,405
90,99,53,99,53,86,486
55,96,12,18,43,64,445
81,61,71,92,46,88,452
78,96,67,31,76,72,463
53,19,72,99,44,82,447
53,95,64,95,76,70,459
23,89,64,57,35,94,450
58,57,74,98,81,16,457
63,97,82,82,70,18,481
5,51,10,33,72,54,432
10,29,71,18,65,73,455
98,44,94,37,74,18,470
46,83,38,98,50,88,439
60,20,57,4,72,50,419
68,40,53,2,35,35,411
39,86,43,53,63,88,412
83,52,89,65,57,87,439
65,96,59,79,81,56,442
56,54,4,35,94,89,458
64,60,43,57,97,61,401
67,5,76,6,25,59,469
63,82,0,50,27,57,429
68,89,14,96,33,86,496
97,63,6,86,3,10,530
96,70,27,54,11,65,451
67,63,83,89,90,82,480
61,53,43,38,39,28,368
71,7,66,63,92,67,457
90,56,44,68,80,52,407
96,44,55,66,61,42,396
97,15,89,49,45,69,449
63,97,80,74,9,40,469
35,69,7,27,43,74,433
10,62,37,4,96,89,499
32,30,44,75,34,55,392
85,66,10,97,45,68,465
30,35,65,92,48,72,419
22,99,64,78,28,54,449
61,87,20,45,56,35,407
66,62,4,23,78,34,448
7,52,64,74,43,87,431
19,39,96,57,33,39,425
64,28,50,37,56,89,398
32,39,94,85,55,67,434
85,58,91,61,8,59,451
62,55,88,86,69,36,429
61,83,24,24,72,62,434
63,72,82,85,96,21,482
30,77,23,73,83,90,474
50,73,96,14,25,75,459
80,86,79,65,1,96,510
55,92,3,95,99,62,505
72,33,62,37,66,12,421
65,53,85,70,77,77,433
62,33,97,44,80,45,420
16,21,70,73,56,85,451
6,59,34,57,93,93,466
79,83,97,37,99,29,496
3,8,15,63,14,91,516
0,5,14,75,89,51,499
15,82,60,0,51,71,453
74,65,98,58,12,64,452
86,55,26,78,71,61,430
67,88,49,80,45,59,404
71,61,16,36,37,71,417
53,82,57,5,37,95,449
58,5,51,78,69,79,435
72,31,61,90,0,68,464
55,66,96,85,67,90,465
70,93,77,73,95,39,474
38,97,52,76,91,69,452
87,71,96,91,89,69,509
50,61,67,96,79,51,410
67,58,86,30,29,59,415
92,73,73,96,65,50,455
15,55,94,56,27,73,440
63,77,31,21,97,86,475
50,78,89,87,19,48,441
74,18,12,59,74,94,475
58,83,64,89,90,17,472
91,76,83,83,82,84,505
41,79,54,59,46,91,400
79,13,92,40,90,9,502
17,0,85,54,74,83,483
48,92,76,21,84,39,447
90,87,86,83,47,54,458
1,54,26,99,65,32,462
38,59,98,23,66,65,431
42,22,66,12,31,94,455
48,96,81,72,81,64,451
63,82,65,53,81,77,427
58,29,84,73,72,66,429
12,21,56,53,64,97,441
61,78,69,82,74,47,422
25,99,14,97,35,84,509
28,88,84,73,21,79,479
8,0,46,9,80,20,498
60,36,78,95,97,74,473
50,47,13,83,79,16,439
83,88,80,33,53,9,466
75,79,74,50,88,1,470
61,87,56,39,55,87,412
38,65,72,51,51,58,364
62,96,53,96,71,0,483
73,59,74,68,86,38,427
50,87,51,52,2,42,400
98,51,67,35,51,29,407
53,33,85,60,70,88,428
81,64,16,39,31,2,459
80,62,7,38,96,48,448
63,22,92,88,86,67,479
90,69,53,96,72,67,453
17,39,71,91,63,94,467
94,60,66,12,88,30,470
68,55,29,94,41,71,422
79,5,73,83,64,23,475
60,9,5,91,11,80,509
51,98,97,88,96,69,505
68,65,78,45,73,35,408
79,87,67,76,25,62,451
62,68,75,50,93,53,407
9,77,4,12,37,94,511
69,70,13,30,57,69,426
43,16,78,49,85,86,444
37,62,84,83,19,71,448
84,69,82,53,20,60,433
63,54,65,75,97,41,418
38,52,95,48,89,12,441
3,76,31,58,46,99,456
70,37,55,97,64,91,445
66,26,93,90,20,88,495
53,43,77,20,34,60,396
52,54,2,79,63,90,441
85,72,64,44,82,93,457
37,80,71,75,84,71,449
93,68,77,37,74,53,433
0,37,74,7,5,83,510
20,70,97,93,95,10,529
80,40,15,91,93,98,511
93,17,52,93,94,70,490
91,77,75,95,56,9,490
5,71,78,10,55,89,482
59,2,80,71,2,88,498
80,72,34,59,50,61,393
40,91,68,66,99,78,467
10,65,94,65,31,77,464
96,6,56,31,58,47,429
90,4,42,80,71,23,475
49,62,90,97,97,60,462
98,22,58,78,19,8,488
52,84,88,73,92,0,494
63,91,83,89,82,83,497
7,82,94,78,21,57,487
50,94,97,72,99,83,501
12,54,54,65,79,40,404
72,65,73,59,73,50,398
9,-1,76,83,73,8,519
82,14,13,68,55,62,444
15,11,51,54,89,9,462
90,42,61,82,61,78,435
96,63,59,62,41,60,404
8,79,21,6,95,57,499
86,76,62,88,77,66,461
69,97,96,50,80,83,481
86,94,88,70,91,85,520
70,88,95,70,72,88,489
51,78,91,52,69,3,443
53,97,25,17,23,72,460
43,97,51,42,40,77,403
74,20,62,53,60,53,387
42,45,48,91,56,46,368
62,42,16,31,3,57,429
11,82,50,32,91,11,472
74,80,68,87,13,81,482
62,73,82,63,87,27,445
53,92,53,70,59,95,428
81,59,64,92,44,94,451
86,63,79,68,85,92,479
60,60,91,95,50,88,450
83,95,83,34,73,79,484
43,88,85,9,83,61,469
84,57,89,46,72,66,427
34,7,98,59,97,55,472
92,54,92,85,56,12,472
38,33,61,90,62,55,401
98,43,95,83,55,96,489
92,95,2,39,81,59,490
66,32,85,74,73,60,431
15,58,88,80,74,75,465
26,75,72,24,52,24,428
63,39,83,96,97,44,460
54,33,7,37,64,16,427
99,59,74,31,44,51,412
74,66,45,62,65,56,383
69,65,94,42,74,41,423
68,76,15,80,59,71,444
62,58,27,51,2,77,423
25,49,52,93,85,22,437
61,75,97,79,98,72,488
91,17,11,59,41,88,472
63,30,70,89,59,74,430
46,93,78,62,16,49,425
92,54,51,34,74,69,411
91,94,0,18,95,79,545
98,60,87,45,15,1,487
63,97,41,98,8,27,485
63,58,28,27,0,34,434
26,48,30,13,56,56,397
71,34,69,89,31,74,442
33,65,2,4,38,40,449
77,20,15,52,95,58,451
94,23,48,55,73,26,428
70,53,74,88,70,92,453
97,58,42,72,69,26,432
5,79,0,59,54,41,449
64,26,64,96,70,70,443
38,60,56,65,47,95,395
28,72,68,85,58,16,443
41,70,93,95,51,40,432
86,99,77,52,15,62,466
85,65,97,39,19,87,480
43,52,54,73,91,6,425
75,52,53,71,75,56,388
83,61,43,99,53,63,421
77,30,59,56,63,51,381
26,57,14,38,75,68,425
94,62,19,86,97,66,491
66,76,38,56,52,94,411
32,68,63,14,64,0,452
62,87,97,65,31,79,464
92,38,73,95,99,72,498
53,80,78,13,81,74,458
53,56,90,21,9,74,447
93,24,93,73,74,86,500
92,43,59,17,92,85,472
92,12,60,79,82,90,496
78,57,94,96,51,23,458
41,90,91,34,86,15,480
26,43,79,15,77,94,469
26,77,17,35,50,91,443
72,26,34,95,56,85,452
66,52,63,48,91,12,416
39,69,28,17,80,54,422
75,91,77,68,58,58,433
71,95,79,99,30,3,515
58,82,39,71,76,16,436
90,90,4,26,60,79,493
85,51,15,51,41,5,429
57,92,73,67,19,20,454
22,22,8,33,74,60,451
88,77,72,83,21,57,461
100,85,53,99,77,41,478
89,78,27,55,55,94,449
95,79,87,17,88,67,504
30,6,76,10,2,86,516
21,58,18,68,91,53,435
49,66,47,93,87,98,452
86,29,70,12,4,67,481
77,95,18,0,55,84,497
76,98,78,82,8,71,502
8,64,45,25,93,26,455
61,53,8,66,14,89,451
11,73,76,11,78,68,477
18,3,59,95,73,54,464
72,57,61,75,5,60,425
89,67,61,74,57,17,436
22,62,79,69,88,88,469
22,64,6,75,92,24,482
34,54,7,61,91,52,421
95,60,58,78,92,88,477
75,23,84,68,32,12,463
6,50,25,81,84,57,445
98,72,4,38,91,53,476
77,69,81,60,99,59,451
54,79,89,12,29,70,455
48,60,71,91,95,69,443
67,80,51,44,43,83,398
68,8,83,0,96,55,498
95,61,76,78,78,37,456
54,1,81,48,71,82,443
75,87,38,99,42,50,435
17,17,15,4,36,93,505
52,86,90,61,16,36,441
11,16,76,5,41,57,462
97,72,73,84,28,9,493
42,99,83,10,85,64,483
8,83,60,59,51,51,401
79,67,18,11,70,96,487
5,46,51,13,39,65,415
63,91,80,99,40,68,466
4,52,57,53,93,70,426
78,89,59,65,45,42,408
31,69,67,92,68,53,423
86,97,95,56,72,68,480
51,76,99,63,71,99,465
82,31,62,45,84,59,415
62,28,53,49,87,74,403
83,65,88,71,91,73,477
82,48,94,51,63,92,439
58,57,65,95,76,93,450
34,63,97,40,90,91,471
52,3,63,77,54,66,414
95,60,51,63,48,19,406
89,98,47,15,60,53,442
88,48,11,58,49,66,407
89,10,56,38,88,29,459
81,13,72,61,99,83,488
29,96,87,60,75,68,462
29,68,78,21,91,60,451
73,8,55,6,42,82,457
18,23,97,84,53,66,463
31,38,26,62,82,92,444
91,52,14,84,60,1,476
71,4,8,42,53,81,454
88,87,23,55,5,65,471
19,74,58,90,79,3,483
87,58,59,60,88,57,415
60,79,44,49,21,71,399
90,12,91,78,36,77,492
69,83,87,53,16,71,452
29,74,69,64,6,81,457
71,79,50,100,27,51,429
80,70,70,87,92,82,487
72,92,50,69,51,37,402
33,61,27,25,56,53,388
60,94,61,30,60,42,407
64,68,41,98,35,3,454
78,39,51,77,70,78,420
71,20,56,16,74,94,463
98,73,20,51,96,32,470
84,73,3,78,54,86,477
8,97,73,17,2,27,518
69,87,59,52,74,14,432
92,81,96,60,9,34,490
64,24,35,85,6,35,451
10,5,34,26,40,13,472
51,71,57,93,14,2,460
94,83,85,88,72,2,525
60,80,38,77,43,93,433
55,96,56,30,94,74,450
54,97,58,70,7,6,470
28,62,83,50,69,72,413
86,83,83,25,10,63,484
74,62,63,57,66,19,408
73,46,63,13,78,90,449
9,70,40,51,38,86,423
78,79,13,54,33,77,446
45,76,92,61,62,34,416
95,5,92,62,98,49,497
47,13,3,77,0,32,483
78,65,45,3,97,81,477
83,90,57,88,89,47,465
85,86,85,80,0,71,512
83,39,76,79,20,59,442
64,95,29,93,81,92,501
19,42,42,62,99,64,425
52,66,25,10,97,82,466
29,97,69,78,77,90,487
56,83,52,8,61,79,428
98,97,42,16,1,86,525
57,69,22,83,10,66,447
98,96,67,41,5,86,505
70,65,85,50,26,66,415
71,61,77,94,52,77,438
71,92,90,88,58,81,486
21,80,1,62,24,99,498
78,31,55,14,39,70,422
34,62,83,49,21,87,431
48,90,71,5,79,95,486
57,66,73,65,76,62,405
70,71,92,42,80,51,427
52,80,40,76,78,62,413
87,36,61,29,84,65,436
31,7,84,82,24,0,506
87,21,62,22,64,86,460
5,54,95,51,17,92,474
89,6,81,22,65,64,475
94,23,49,67,93,56,442
32,60,58,61,79,75,406
95,29,59,59,6,4,477
93,23,77,78,65,94,489
11,84,68,19,15,22,487
36,0,91,71,63,92,485
85,50,51,33,98,68,424
97,99,89,61,67,36,482
6,55,23,69,82,88,469
55,82,93,16,58,41,435
9,73,91,80,54,95,489
25,85,44,18,92,68,461
82,68,23,50,71,82,435
77,59,14,68,7,25,461
84,71,69,60,64,77,431
68,69,46,71,83,73,423
89,30,24,20,55,67,440
94,54,79,74,84,46,444
93,42,67,92,56,29,441
90,95,88,10,77,40,504
69,68,79,5,40,22,452
23,61,86,68,30,72,438
30,60,60,78,86,92,451
51,83,21,85,67,5,464
69,92,21,54,53,79,431
59,91,90,97,82,57,482
97,9,84,12,60,97,521
74,62,91,26,55,88,449
29,89,93,66,21,66,468
52,92,60,64,87,77,438
59,30,54,36,90,62,403
77,81,59,47,30,5,438
14,88,86,94,49,7,501
60,11,94,98,22,91,514
62,61,95,36,74,69,430
11,93,92,33,29,14,500
10,55,52,92,32,69,430
57,87,30,74,61,82,436
